iter	Passed	Remaining
938	10332	671
939	10344	660
940	10354	649
941	10365	638
942	10375	627
943	10386	616
944	10397	605
945	10408	594
946	10419	583
947	10430	572
948	10441	561
949	10453	550
950	10464	539
951	10474	528
952	10485	517
953	10496	506
954	10507	495
955	10518	484
956	10529	473
957	10540	462
958	10552	451
959	10563	440
960	10574	429
961	10585	418
962	10595	407
963	10606	396
964	10620	385
965	10631	374
966	10642	363
967	10652	352
968	10663	341
969	10674	330
970	10685	319
971	10696	308
972	10707	297
973	10718	286
974	10729	275
975	10740	264
976	10751	253
977	10762	242
978	10773	231
979	10784	220
980	10795	209
981	10806	198
982	10816	187
983	10827	176
984	10838	165
985	10848	154
986	10857	143
987	10867	131
988	10877	120
989	10925	110
990	10935	99
991	10946	88
992	10958	77
993	10969	66
994	10980	55
995	10991	44
996	11002	33
997	11013	22
998	11024	11
999	11035	0
